config_path	sha256	revision
fish/config.fish	b1334e5dd9cfb14f3d588f57a940204a5d7b0a5d60e512e6f22be8a6003c579c	1
wezterm/wezterm.lua	c8ce0765e4a13c5f828ea140526c14416ad7651f9dccd5749289941fad4b16d4	1
